Nombre,Eje,Angulo,Joint0,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,Joint9,Joint10,Joint11,Joint12,Joint13,Joint14,Joint15,ts0,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,ts11,ts12,ts13,ts14,ts15,ts16,ts17,ts18,ts19,ts20,ts21,ts22,ts23,ts24,ts25,ts26,ts27,ts28,ts29,ts30,ts31,ts32,ts33,ts34,ts35,ts36,ts37,ts38,ts39,ts40,ts41,ts42,ts43,ts44,ts45,ts46,ts47,ts48,ts49,ts50,ts51,ts52,ts53,ts54,ts55,ts56,ts57,ts58,ts59,ts60,ts61,ts62,ts63,ts64,ts65,ts66,ts67,ts68,ts69,ts70,ts71,ts72,ts73,ts74,ts75,ts76,ts77,ts78,ts79,ts80,ts81,ts82,ts83,etiqueta
Botella03,x,0,-0.06890271776075271, 0.6985185064650459, 0.830401534288302, 0.7082926186263585, 0.08513067384092865, 0.8139372345776967, 0.7853788865083433, 0.6941727531880181, 0.1497119967709176, 0.7691153220739596, 0.9528549132959089, 0.6307245369934276, 1.361177287125188, 0.37352296616212927, 0.06128785212245208, 0.17007233882289913,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.0828412504223025, 0.7000560700803563, 0.8403280308160461, 0.6722676318701748, 0.0823553123506284, 0.8178466860017732, 0.7811920357684838, 0.6385983128606004, 0.14470092122605202, 0.8057039785914965, 0.9047364485803333, 0.5271764415451108, 1.3864971289521957, 0.3880555270510882, -0.047814292406922296, 0.3112568448270003,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.08922056370745529, 0.689734583424642, 0.8198583776352029, 0.6185741603024599, 0.0779852084065783, 0.7865838654567878, 0.7664318381995614, 0.6284538495075671, 0.1514463730322278, 0.7684528094673525, 0.9106089559220287, 0.614397125272222, 1.370077046389115, 0.38020118258739627, 0.023260392794047006, 0.2425169567141645,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.06967527908543586, 0.6291456583715019, 0.8914854123639568, 0.9463354572272755, 0.08845342115434343, 0.7963740406510214, 0.7753125702091231, 0.7337065682087642, 0.19269970226361466, 0.7465994060121555, 0.9863516766942719, 0.6401199803412261, 1.3480514751675803, 0.37966008551355146, 0.06643861707324394, 0.13627467864143222,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.07141342324930254, 0.7060551111855116, 0.8118546374859787, 0.6457406421833736, 0.08618965604574938, 0.800717916776192, 0.7788876336023516, 0.6384751623671949, 0.1604005792634276, 0.766450870930039, 0.9181752686080006, 0.6265555797497812, 1.3733528845319771, 0.3147519683030931, 0.05916607312765457, 0.12076945737932313,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.08360719811034104, 0.688769680880368, 0.7747327185546571, 0.6142711722586633, 0.08004542971863604, 0.7794630771298487, 0.7456016159546243, 0.6306789310735683, 0.14875660162278084, 0.742229956929913, 0.9192599757927065, 0.6291484802998343, 1.3821282465551321, 0.31316510962661975, 0.07354036973518606, 0.17776468766617107,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.08891040441800728, 0.7040456404556237, 0.8044488103004968, 0.6329423122971769, 0.09157959291587157, 0.7929809732415145, 0.7859189784482011, 0.6437059288352949, 0.16161646004426014, 0.761423927093573, 0.9481520920855588, 0.62627211047866, 1.3691505862409994, 0.35231011292887704, 0.009442999099768581, 0.19741441418559913,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.07237945174783705, 0.690578801602616, 0.7877724516189111, 0.6580913997515516, 0.07932538190845545, 0.7764774477029572, 0.7732541184555809, 0.6642686247896783, 0.15464644052628151, 0.7125178804899468, 0.9559676415508472, 0.6886770052564157, 1.3853901528293215, 0.35454294425993527, 0.039157514625133547, 0.20326187128216772,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.08415159443538131, 0.7105822320584585, 0.8062899173474823, 0.6191686261567204, 0.08898374747685832, 0.8043822896452797, 0.7805170022478948, 0.6384721466287384, 0.17119605734036658, 0.770537097601175, 0.9292536889013085, 0.6401185365211627, 1.383964525160488, 0.34688621379290374, 0.008535364402247768, 0.17665120536989984,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella03,x,0,-0.07931330759318395, 0.6899618709953225, 0.7867775030532733, 0.6256676896612563, 0.09392969746499034, 0.7747101368619034, 0.7551793317494314, 0.6479312249722641, 0.14751806416944008, 0.7402389189058755, 0.9160430156853487, 0.6259081631436297, 1.365313697409942, 0.3344293733607792, 0.06730941938530377, 0.15165691526207384,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
