Nombre,Eje,Angulo,Joint0,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,Joint9,Joint10,Joint11,Joint12,Joint13,Joint14,Joint15,ts0,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,ts11,ts12,ts13,ts14,ts15,ts16,ts17,ts18,ts19,ts20,ts21,ts22,ts23,ts24,ts25,ts26,ts27,ts28,ts29,ts30,ts31,ts32,ts33,ts34,ts35,ts36,ts37,ts38,ts39,ts40,ts41,ts42,ts43,ts44,ts45,ts46,ts47,ts48,ts49,ts50,ts51,ts52,ts53,ts54,ts55,ts56,ts57,ts58,ts59,ts60,ts61,ts62,ts63,ts64,ts65,ts66,ts67,ts68,ts69,ts70,ts71,ts72,ts73,ts74,ts75,ts76,ts77,ts78,ts79,ts80,ts81,ts82,ts83,ts84,ts85,ts86,ts87,ts88,ts89,ts90,ts91,ts92,ts93,ts94,ts95,ts96,ts97,ts98,ts99,ts100,ts101,ts102,ts103,ts104,ts105,ts106,ts107,ts108,ts109,ts110,ts111,etiqueta
Botella01,x,0,-0.0190786195085606,0.618617072752618,0.161238115010435,-0.147936643940996,0.0629949278728639,0.672592779037073,0.0302353560701447,-0.0680747297866995,0.125971659177382,0.607685774910252,0.2151028132876,-0.25465714258383,1.35140806670626,0.315475626315487,0.264164007227343,0.149324643709349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,0,0.0765263456769758,0.64233441239678,0.194214022977641,-0.146353175094349,0.0438969752554289,0.539851409280556,0.190498173583767,-0.0285711996819172,0.146795564931641,0.75301932172274,0.213754780595375,-0.301979206430898,1.31353654764976,0.328197639556579,0.209473454691521,0.0815624923258193,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,30,0.118032711264378,0.611550796277326,0.222507493830575,-0.157734245423611,0.0627434597176272,0.504955067208479,0.19329973974976,0.0394383758416925,0.161734010193785,0.77364470116695,0.199575739368781,-0.294287302491512,1.29687514339642,0.358374606815355,0.201385312020932,0.063892482781064,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,60,-0.0706736769742822,0.463762151500236,0.225560513336321,0.0994420622898777,0.0262618131013689,0.504584019446801,0.177771249542384,0.108392800315016,0.257484984741847,1.00787282826771,0.125793955308063,-0.323442866486466,1.34915653409706,0.385527069266525,0.189210583373666,-0.00905760878552372,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,90,-0.0588803154107375,0.462819444618451,0.220284196316341,0.103329021263729,0.0122072635978303,0.547875585970731,0.2034135807717,-0.0242618442042054,0.258579803334778,1.00738813826764,0.131919598727364,-0.324377192077466,1.32081642614601,0.374993367138995,0.197775095764355,0.0342585357228107,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0628292099839822,0.650446811036793,0.164737901372022,-0.185784063140816,0.0648724763813569,0.747617972710731,0.0361274347043004,-0.0866975656544371,0.14173181367087,0.735732572555372,0.215982566708903,-0.308827986347126,1.33011736252978,0.340386129766228,0.111107529370344,0.198042036926705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0999245225039657,0.653203764972835,0.152564828247229,-0.165159590149518,0.0633372529190546,0.83453836107906,-0.0480186689733634,-0.180234576003603,0.20974199213916,0.83973485525101,0.168169963924929,-0.286067391083777,1.42129475699692,0.328031788302989,0.0534183248281472,0.339443668717727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0652580197673523,0.674933595358153,0.121583982422101,-0.0960569911387263,0.0695381935956381,0.754289279006483,0.0255248734712045,-0.0998899088632216,0.141657549245833,0.675142039124798,0.28906964601722,-0.229302829037656,1.35436242380248,0.347367734038611,0.0471262997223358,0.196967823692647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0608424867047395,0.614720916858172,0.101435183029555,-0.147450668493348,0.0561137434355578,0.679335076150601,0.0232031822120057,-0.129888876594312,0.123424532593365,0.619240437847524,0.269214807936297,-0.275916765085546,1.31837721042146,0.31437267204969,0.179874632109557,0.171606733206406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0896773009413268,0.654320776007388,0.104865528010471,-0.179092524847326,0.0541437331317355,0.798856520235734,-0.0342974559138327,-0.150639625579504,0.183085144046296,0.875581981841701,0.0918117537634152,-0.295387833327044,1.43039768742424,0.376869642361424,0.232005532823189,0.0449275620819524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
