Nombre,Eje,Angulo,Joint0,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,Joint9,Joint10,Joint11,Joint12,Joint13,Joint14,Joint15,ts0,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,ts11,ts12,ts13,ts14,ts15,ts16,ts17,ts18,ts19,ts20,ts21,ts22,ts23,ts24,ts25,ts26,ts27,ts28,ts29,ts30,ts31,ts32,ts33,ts34,ts35,ts36,ts37,ts38,ts39,ts40,ts41,ts42,ts43,ts44,ts45,ts46,ts47,ts48,ts49,ts50,ts51,ts52,ts53,ts54,ts55,ts56,ts57,ts58,ts59,ts60,ts61,ts62,ts63,ts64,ts65,ts66,ts67,ts68,ts69,ts70,ts71,ts72,ts73,ts74,ts75,ts76,ts77,ts78,ts79,ts80,ts81,ts82,ts83,ts84,ts85,ts86,ts87,ts88,ts89,ts90,ts91,ts92,ts93,ts94,ts95,ts96,ts97,ts98,ts99,ts100,ts101,ts102,ts103,ts104,ts105,ts106,ts107,ts108,ts109,ts110,ts111,etiqueta
Botella01,x,0,-0.1409622534237640,0.5617693347976720,0.2370026787633860,-0.1595350506122750,0.0618163372989064,0.6897933142202430,0.0941735244026189,-0.1347224090890060,0.1606894481031100,0.7112620193586270,0.2841319297433000,-0.2875303862800930,1.3459932575708500,0.3807100381383760,0.1194707375594470,0.1927928408058000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0239785005314270,0.6287593391992570,0.1793957221352400,-0.1085951494115630,0.0502381809881912,0.6921046412498340,0.0526801968339220,-0.0710789958802619,0.1468156757030620,0.6714299298204550,0.2539408298190270,-0.3064530216131100,1.3564333766629300,0.3799076912771780,0.1601768114599370,0.2233145343001930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.1210082263938810,0.7313758735827900,0.0666501653154130,-0.1694436311671050,0.0996294312129647,0.8701912502121120,-0.0469355227889530,-0.1444476661194130,0.1645793790804710,0.8660900257256140,0.1204074869888620,-0.3343281398992680,1.3862202397278800,0.3363568437590880,0.2447496681293680,0.2683166686156930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0599476660347240,0.6261879812252410,0.2118176781441730,-0.1698201907341660,0.0918186238930624,0.7558712594443440,0.0190623811398510,-0.1245150120000610,0.2226007287506430,0.7142806402228360,0.2822007424087950,-0.2008977683954740,1.3284568362752000,0.3584229714266690,0.1780473279103630,0.1317654810688360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0838366047717146,0.7238265591705870,0.0822865903624280,-0.1906219658889900,0.0718891032007829,0.8490268015452150,-0.0537056147614920,-0.1616990495230470,0.1612306459251980,0.8219613404631600,0.1376224766696080,-0.3226487223995170,1.3868382315788800,0.2891981180390600,0.2081740769409910,0.3485832195952090,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.1441235932603130,0.6507146019476770,0.1317529348106990,-0.1251364119927300,0.0643513174664970,0.7383812570303040,0.0513180328639961,-0.0926320141782121,0.1416271481191480,0.8089072034449190,0.2609388592403410,-0.2199029960616000,1.2879851620236100,0.2806561398875890,0.0998966936522729,0.2137584990082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0754091299402809,0.7008895066236050,0.1008257858677550,-0.1921912524667410,0.0854144044243782,0.8306734416678610,-0.0499384458272979,-0.1619941742423030,0.1533133637738480,0.6892502484352410,0.3045637198884570,-0.2250826562359090,1.3816833362419500,0.3843067485289380,0.2608364485009690,0.1103335764273260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0466466882394665,0.6113913726635500,0.1500373784829580,-0.1712548482847260,0.0521722301247887,0.6910173986690640,-0.0407661284984610,-0.1647088179375950,0.2302445704840430,0.9755265802506060,0.1557799091383040,-0.3245856786416330,1.4139400519936400,0.3745623120908970,0.3056290795705820,0.1379890989582460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0831461308530292,0.7760948333658020,0.0290175743172540,-0.1829029586492010,0.0997989081285739,0.9022072825985720,-0.0146971075781900,-0.1299025920095770,0.2074708338273640,0.9788073636422390,0.1430855972725110,-0.3211725916387680,1.4304086957242600,0.3828048201397640,0.3462415359374230,0.2718376963934980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0840266792883195,0.6342829319878010,0.1442556488114550,-0.1243479708969630,0.0778065665164006,0.7315368827769680,0.0438494204098979,-0.0517535614039830,0.1564141685549580,0.7336100511017400,0.2260158945656590,-0.2801690115832210,1.3637096767878000,0.3753193293661430,0.0932726548788001,0.1302048888580120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
