Nombre,Eje,Angulo,Joint0,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,Joint9,Joint10,Joint11,Joint12,Joint13,Joint14,Joint15,ts0,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,ts11,ts12,ts13,ts14,ts15,ts16,ts17,ts18,ts19,ts20,ts21,ts22,ts23,ts24,ts25,ts26,ts27,ts28,ts29,ts30,ts31,ts32,ts33,ts34,ts35,ts36,ts37,ts38,ts39,ts40,ts41,ts42,ts43,ts44,ts45,ts46,ts47,ts48,ts49,ts50,ts51,ts52,ts53,ts54,ts55,ts56,ts57,ts58,ts59,ts60,ts61,ts62,ts63,ts64,ts65,ts66,ts67,ts68,ts69,ts70,ts71,ts72,ts73,ts74,ts75,ts76,ts77,ts78,ts79,ts80,ts81,ts82,ts83,etiqueta
Botella01,x,0,-0.019078619508560643, 0.6186170727526176, 0.7798551877630524, 0.6319185438220565, 0.06299492787286387, 0.6725927790370727, 0.7028281351072174, 0.6347534053205179, 0.12597165917738157, 0.6076857749102519, 0.8227885881978515, 0.5681314456140211, 1.3514080667062567, 0.31547562631548665, 0.2641640072273434, 0.4134886509366924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,0,0.07652634567697579, 0.6423344123967805, 0.836548435374421, 0.690195260280072, 0.043896975255428926, 0.5398514092805559, 0.7303495828643229, 0.7017783831824056, 0.14679556493164053, 0.7530193217227403, 0.9667741023181152, 0.6647948958872167, 1.313536547649761, 0.3281976395565793, 0.20947345469152065, 0.29103594701734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,30,0.11803271126437784, 0.6115507962773257, 0.834058290107901, 0.67632404468429, 0.06274345971762717, 0.5049550672084793, 0.6982548069582392, 0.7376931827999317, 0.16173401019378525, 0.7736447011669502, 0.9732204405357315, 0.6789331380442192, 1.2968751433964214, 0.3583746068153548, 0.20138531202093168, 0.2652777948019957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,60,-0.07067367697428222, 0.46376215150023575, 0.6893226648365565, 0.7887647271264342, 0.02626181310136889, 0.5045840194468009, 0.6823552689891845, 0.7907480693042005, 0.25748498474184667, 1.0078728282677076, 1.1336667835757708, 0.8102239170893044, 1.3491565340970648, 0.38552706926652486, 0.18921058337366548, 0.18015297458814178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,z,90,-0.058880315410737495, 0.4628194446184511, 0.6831036409347925, 0.7864326621985218, 0.012207263597830302, 0.5478755859707314, 0.7512891667424315, 0.727027322538226, 0.2585798033347781, 1.0073881382676364, 1.1393077369950009, 0.8149305449175352, 1.3208164261460138, 0.3749933671389948, 0.1977750957643554, 0.23203363148716605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.0628292099839822, 0.6504468110367934, 0.815184712408815, 0.6294006492679995, 0.06487247638135687, 0.7476179727107308, 0.7837454074150312, 0.697047841760594, 0.14173181367087007, 0.7357325725553724, 0.9517151392642755, 0.6428871529171494, 1.330117362529775, 0.3403861297662279, 0.1111075293703437, 0.309149566297049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.09992452250396568, 0.6532037649728346, 0.8057685932200632, 0.6406090030705451, 0.06333725291905463, 0.8345383610790597, 0.7865196921056963, 0.6062851161020931, 0.2097419921391596, 0.8397348552510098, 1.0079048191759385, 0.7218374280921613, 1.421294756996918, 0.3280317883029887, 0.05341832482814719, 0.39286199354587376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.06525801976735235, 0.6749335953581534, 0.7965175777802548, 0.7004605866415285, 0.06953819359563805, 0.7542892790064827, 0.7798141524776872, 0.6799242436144656, 0.14165754924583282, 0.6751420391247982, 0.9642116851420179, 0.7349088561043622, 1.3543624238024792, 0.3473677340386111, 0.0471262997223358, 0.24409412341498277,0,0,0,0,0,0,25,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.06084248670473953, 0.6147209168581715, 0.7161560998877265, 0.5687054313943781, 0.05611374343555779, 0.6793350761506012, 0.7025382583626069, 0.5726493817682948, 0.12342453259336503, 0.6192404378475237, 0.8884552457838212, 0.6125384806982755, 1.3183772104214615, 0.31437267204969005, 0.17987463210955693, 0.3514813653159633,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botella01,x,0,-0.08967730094132678, 0.6543207760073885, 0.7591863040178591, 0.5800937791705333, 0.054143733131735455, 0.7988565202357336, 0.7645590643219009, 0.6139194387423971, 0.18308514404629592, 0.8755819818417012, 0.9673937356051163, 0.6720059022780724, 1.430397687424244, 0.37686964236142423, 0.2320055328231887, 0.27693309490514106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
